GUID,Frame Number,Anomaly Score,Anomaly Status
c6ba2cd2-58a0-44f4-9b75-993b4399c675,104,0.005732001,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,105,0.005618038,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,106,0.0055843424,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,107,0.005583225,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,108,0.005624,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,109,0.0059379963,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,110,0.0059679057,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,111,0.005915008,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,112,0.0061164526,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,113,0.006011503,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,114,0.0061999205,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,115,0.0061723897,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,116,0.0062004346,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,117,0.0063036084,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,118,0.0063002547,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,119,0.0062959287,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,120,0.006304404,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,121,0.0062270733,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,122,0.006243216,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,123,0.0062604407,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,124,0.0061750347,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,125,0.0061482945,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,126,0.006147966,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,127,0.0062145526,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,128,0.006259728,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,129,0.0062559377,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,130,0.0062033273,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,131,0.0062795263,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,132,0.006311614,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,133,0.0062232288,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,134,0.006267151,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,135,0.006210792,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,136,0.0063293166,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,137,0.006360696,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,138,0.006481669,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,139,0.006553985,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,140,0.0064496454,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,141,0.006425118,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,142,0.006454886,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,143,0.0064303386,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,144,0.0064160596,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,145,0.006433582,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,146,0.00640435,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,147,0.0064258855,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,148,0.0065001147,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,149,0.0064870846,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,150,0.006500818,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,151,0.0064809266,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,152,0.0063646277,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,153,0.006279836,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,154,0.0062572556,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,155,0.0061109317,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,156,0.0060135275,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,157,0.005939182,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,158,0.0058975862,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,159,0.0059843594,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,160,0.0058436133,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,161,0.0058167,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,162,0.005695789,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,163,0.00581652,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,164,0.005939224,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,165,0.005988191,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,166,0.006037566,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,167,0.0061378693,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,168,0.006307675,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,169,0.006561864,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,170,0.006633126,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,171,0.0065819747,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,172,0.006687672,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,173,0.006815133,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,174,0.0071386085,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,175,0.0070883734,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,176,0.00722339,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,177,0.007367244,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,178,0.007567678,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,179,0.0076308907,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,180,0.0076854913,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,181,0.0074639097,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,182,0.007370882,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,183,0.0071850717,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,184,0.0072888345,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,185,0.0072789313,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,186,0.0070456937,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,187,0.007021473,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,188,0.007147362,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,189,0.0071754,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,190,0.00706513,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,191,0.0069440175,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,192,0.0069374167,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,193,0.0069932826,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,194,0.0070341993,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,195,0.006981085,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,196,0.0067905495,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,197,0.0069076596,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,198,0.006843621,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,199,0.006849199,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,200,0.0068123797,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,201,0.006731469,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,202,0.0066357795,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,203,0.006511991,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,204,0.0065891966,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,205,0.0065292986,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,206,0.0064737876,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,207,0.006537201,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,208,0.0065598357,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,209,0.0065105776,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,210,0.0066307294,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,211,0.0066930726,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,212,0.0067953956,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,213,0.0067633744,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,214,0.0068548005,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,215,0.0069397925,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,216,0.0069665555,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,217,0.006868518,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,218,0.006954916,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,219,0.0069861845,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,220,0.006897238,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,221,0.0068944735,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,222,0.0069032405,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,223,0.006898246,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,224,0.006885331,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,225,0.0068599945,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,226,0.00363454,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,227,0.007550082,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,228,0.0075695417,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,229,0.0077582076,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,230,0.007735937,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,231,0.0077907387,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,232,0.007903343,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,233,0.007844294,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,234,0.007958565,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,235,0.008028179,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,236,0.00801597,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,237,0.007931214,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,238,0.00796201,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,239,0.008031631,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,240,0.007980302,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,241,0.008019236,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,242,0.008025854,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,243,0.008023966,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,244,0.008044113,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,245,0.00800846,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,246,0.008101112,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,247,0.008144669,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,248,0.008056243,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,249,0.008146426,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,250,0.008140748,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,251,0.008149197,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,252,0.008126421,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,253,0.008183192,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,254,0.008303953,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,255,0.008233593,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,256,0.008253854,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,257,0.0083024455,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,258,0.008243549,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,259,0.008303857,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,260,0.008289722,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,261,0.008294893,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,262,0.0082905525,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,263,0.008302422,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,264,0.008325953,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,265,0.008281821,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,266,0.008320011,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,267,0.008339883,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,268,0.008313691,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,269,0.008381233,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,270,0.008413769,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,271,0.008366691,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,272,0.0083789565,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,273,0.008424267,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,274,0.008523924,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,275,0.008440053,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,276,0.008446015,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,277,0.0084374985,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,278,0.008399861,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,279,0.008422069,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,280,0.008427601,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,281,0.0033516972,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,282,0.006140791,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,283,0.0062220315,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,284,0.006202704,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,285,0.0062079346,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,286,0.0062165707,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,287,0.0062135346,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,288,0.0061596716,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,289,0.0061969142,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,290,0.006214643,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,291,0.006185204,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,292,0.0061648292,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,293,0.006211553,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,294,0.0063010026,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,295,0.0062870164,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,296,0.0063229864,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,297,0.006339088,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,298,0.006382241,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,299,0.006494469,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,300,0.0064713247,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,301,0.0064539034,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,302,0.0065063117,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,303,0.006479359,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,304,0.006470025,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,305,0.0063848803,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,306,0.006356514,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,307,0.006390753,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,308,0.00645855,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,309,0.006528813,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,310,0.0064804805,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,311,0.0063879127,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,312,0.0062937634,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,313,0.006216488,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,314,0.006145577,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,315,0.006028566,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,316,0.0059616053,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,317,0.005904305,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,318,0.005917575,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,319,0.0059312447,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,320,0.0058800317,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,321,0.0059304894,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,322,0.0032789235,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,323,0.008240639,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,324,0.008256612,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,325,0.008286071,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,326,0.008333726,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,327,0.008331822,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,328,0.008255355,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,329,0.008260377,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,330,0.008262252,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,331,0.008268587,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,332,0.0082638655,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,333,0.008306697,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,334,0.008343393,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,335,0.0083201155,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,336,0.008286205,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,337,0.008349963,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,338,0.008354954,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,339,0.0084090065,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,340,0.008432814,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,341,0.008509572,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,342,0.008465324,Normal
c6ba2cd2-58a0-44f4-9b75-993b4399c675,343,0.008510819,Normal
