GUID,Model Version,Created_Folder_Path,Training_Video_Src,Training_Video_Dur,Training_load_and_preprocess_dur,Training_Video_Frames,Model_Training_Dur,Testing_Video_src,Testing_Video_Dur,Testing_load_and_preprocess_dur,Testing_Video_Frames,Model_Testing_Dur,Model_Accuracy_Percent,Dectected_Anomalies,Download_Status,Created On,Created By,Epochs
91a265ac-19ff-49c0-8060-e165a906bfc5,RTAD_v1.0,uploads\test_upload,uploads\test_upload\Fake.mp4,49.78306666666667,6,659,27 seconds,uploads\test_upload\Fake.mp4,27.485791666666664,3,659,11 seconds,To Be Developed,14,Success,25/05/2024 00:01:42,Kaushik Jandhayala,1
